customer_id,age,gender,annual_income,spending_score,purchase_frequency,last_purchase_days,total_purchases,average_order_value,product_category,loyalty_years,customer_rating,churn_label,region
C781,27,Male,67299,82,33,359,95,588,Fashion,2,2.9,1,South
C782,49,Female,37073,15,5,222,14,169,Electronics,1,2.2,1,West
C783,33,Male,122304,51,27,315,202,656,Fashion,7,2.1,1,East
C784,25,Female,50682,13,5,328,43,276,Fashion,5,3.0,0,West
C785,55,Female,117798,83,41,179,220,735,Food,5,1.6,0,East
C786,29,Female,146021,49,27,276,244,695,Food,8,2.4,1,South
C787,41,Male,116894,70,30,112,220,735,Fashion,7,2.3,0,East
C788,45,Female,144302,56,24,224,88,770,Sports,3,3.3,1,West
C789,70,Female,34289,76,33,214,111,375,Sports,3,1.3,0,West
C790,25,Female,135359,51,30,59,35,703,Food,0,4.3,0,South
C791,45,Male,27927,37,18,327,14,306,Food,0,3.2,1,East
C792,53,Female,68330,17,10,109,12,287,Fashion,1,3.7,1,North
C793,43,Male,86707,58,21,157,31,541,Beauty,1,3.8,0,East
C794,25,Male,140279,87,33,191,133,795,Electronics,4,2.2,0,South
C795,67,Male,97454,90,45,200,232,563,Fashion,5,2.9,0,North
C796,45,Female,127439,29,17,312,77,498,Sports,3,4.8,0,South
C797,45,Male,124646,33,20,196,217,546,Electronics,10,4.1,0,East
C798,54,Male,85428,60,23,35,223,488,Electronics,9,4.9,0,North
C799,58,Male,70601,91,39,246,105,664,Food,2,4.0,0,South
C800,53,Male,97465,89,43,237,113,691,Food,2,1.7,1,West
C801,44,Female,22539,55,30,104,84,294,Sports,2,1.3,0,North
C802,34,Female,122263,10,2,7,13,487,Sports,5,3.3,0,North
C803,26,Male,131487,47,18,283,140,670,Electronics,7,2.4,1,South
C804,50,Male,42669,23,8,1,90,354,Electronics,10,2.1,0,West
C805,70,Female,90968,85,34,219,226,558,Food,6,4.2,0,North
C806,37,Male,40644,21,10,230,37,248,Fashion,3,2.5,1,South
C807,30,Male,38745,13,13,172,156,274,Food,10,2.3,0,North
C808,45,Female,140852,33,20,87,77,710,Electronics,3,4.4,0,North
C809,65,Female,148081,24,12,41,126,754,Fashion,10,4.4,0,North
C810,46,Male,48228,11,10,123,113,236,Fashion,9,2.4,0,West
C811,30,Female,138358,17,15,331,172,634,Food,10,4.3,0,East
C812,63,Male,54521,68,35,298,354,427,Fashion,10,4.4,0,East
C813,52,Female,142788,47,25,178,267,738,Fashion,10,2.7,0,West
C814,23,Male,117239,25,19,63,46,498,Fashion,1,1.3,0,West
C815,35,Male,46928,94,46,165,32,509,Electronics,0,1.0,0,South
C816,68,Male,38322,73,39,187,316,387,Electronics,8,3.1,0,North
C817,22,Female,77714,21,9,209,34,376,Fashion,3,2.4,0,West
C818,64,Female,107896,84,37,227,60,770,Fashion,1,5.0,0,South
C819,42,Male,82292,83,36,48,254,564,Fashion,7,4.1,0,East
C820,19,Male,49055,83,32,224,33,505,Fashion,0,4.0,0,East
C821,27,Female,62891,12,11,3,112,352,Food,8,4.8,0,East
C822,47,Male,101912,37,22,175,74,561,Beauty,3,4.6,0,East
C823,67,Male,26588,42,24,99,191,184,Fashion,7,2.3,0,South
C824,62,Female,110536,17,14,116,127,511,Electronics,8,1.7,0,North
C825,22,Male,26304,48,24,270,39,347,Electronics,1,4.0,1,South
C826,50,Female,27345,28,15,253,143,102,Food,9,2.5,1,North
C827,18,Female,49300,41,20,317,26,310,Fashion,0,2.9,1,East
C828,35,Male,44259,99,44,95,195,532,Electronics,4,3.5,0,West
C829,49,Male,111006,47,27,273,173,579,Food,6,4.6,0,West
C830,64,Male,108553,18,16,24,146,528,Electronics,9,2.7,1,West
C831,66,Female,35352,78,41,116,146,445,Food,3,4.1,0,North
C832,28,Female,149350,99,47,151,47,906,Fashion,0,2.1,1,East
C833,38,Female,53365,71,26,338,69,451,Sports,2,3.8,1,South
C834,43,Male,39446,13,15,50,88,201,Electronics,4,1.0,1,West
C835,42,Female,22336,82,30,206,86,350,Beauty,2,4.5,0,North
C836,39,Female,82032,13,10,335,116,472,Sports,10,1.1,1,West
C837,44,Female,95415,100,41,79,271,678,Electronics,6,3.9,0,South
C838,66,Female,117852,31,14,70,127,546,Electronics,8,1.2,0,East
C839,30,Female,118876,2,5,27,38,533,Fashion,5,2.1,0,South
C840,50,Female,27521,16,8,271,87,115,Sports,9,3.0,0,East
C841,51,Female,91707,9,10,50,32,363,Sports,0,2.7,0,East
C842,58,Male,43481,73,30,292,184,362,Fashion,6,1.8,0,East
C843,52,Male,38474,38,24,247,64,255,Beauty,2,2.3,0,West
C844,18,Female,66760,75,33,264,28,481,Electronics,0,3.9,0,South
C845,38,Male,75718,54,31,79,128,499,Electronics,4,3.7,0,West
C846,65,Female,64629,56,31,190,282,409,Beauty,9,1.3,0,South
C847,23,Female,65232,86,36,47,130,555,Sports,3,4.0,0,North
C848,45,Female,106544,97,42,361,395,760,Fashion,9,1.2,0,North
C849,34,Male,87169,100,47,354,210,616,Sports,4,3.2,0,South
C850,22,Male,147941,87,38,352,170,894,Beauty,4,2.0,0,South
C851,48,Male,70669,45,28,189,165,464,Sports,5,3.4,0,South
C852,22,Female,98021,34,14,256,32,406,Sports,1,2.0,1,South
C853,55,Female,129153,9,12,222,131,558,Sports,9,4.9,0,East
C854,20,Female,89184,88,45,241,50,595,Electronics,0,2.2,0,West
C855,70,Male,67945,8,5,269,67,360,Sports,10,2.0,1,East
C856,40,Female,33140,7,12,1,72,127,Electronics,5,2.1,0,West
C857,54,Female,146468,36,14,34,121,626,Beauty,7,4.6,0,West
C858,70,Male,103457,18,8,79,77,466,Fashion,7,3.5,0,West
C859,54,Female,34357,3,2,236,44,101,Food,10,3.9,0,East
C860,27,Male,131672,28,11,334,92,653,Fashion,8,4.7,0,South
C861,27,Male,88673,70,38,349,278,524,Electronics,7,4.6,0,East
C862,36,Female,141673,44,24,98,266,697,Fashion,10,4.0,0,East
C863,34,Male,85633,21,10,82,33,482,Beauty,1,1.8,1,West
C864,38,Female,96943,28,13,192,139,526,Beauty,9,4.4,0,North
C865,31,Female,116111,54,29,253,311,650,Fashion,10,1.8,1,North
C866,26,Female,98258,54,25,38,32,548,Beauty,0,4.0,0,East
C867,63,Male,32924,65,27,14,258,345,Sports,9,3.7,0,West
C868,18,Female,89286,100,50,347,48,691,Food,0,4.0,0,East
C869,68,Female,113269,21,9,310,37,466,Electronics,1,3.1,1,East
C870,62,Female,147563,99,45,209,61,929,Beauty,1,3.6,0,South
C871,30,Male,94071,13,8,357,21,360,Food,2,4.8,1,West
C872,21,Male,77326,57,23,89,44,508,Beauty,1,1.4,1,North
C873,18,Female,110023,49,18,56,24,531,Sports,0,2.2,0,North
C874,66,Male,140101,54,24,94,161,820,Sports,6,3.4,0,North
C875,57,Female,50651,10,3,93,21,270,Food,1,4.9,0,East
C876,49,Female,90202,53,23,340,16,442,Fashion,0,1.4,1,West
C877,51,Female,68777,44,20,85,113,407,Fashion,5,1.1,1,South
C878,45,Female,36994,47,19,245,171,262,Fashion,8,1.2,1,North
C879,48,Female,87263,53,31,22,75,476,Electronics,2,1.2,0,West
C880,25,Female,79634,74,29,291,163,547,Food,5,4.6,0,North
C881,56,Female,120158,46,22,272,58,572,Food,2,3.9,0,South
C882,43,Female,30800,13,4,306,6,200,Beauty,0,3.7,1,West
C883,51,Male,57823,37,24,122,100,377,Electronics,4,3.1,0,East
C884,20,Male,128575,24,17,128,37,603,Fashion,1,4.1,0,East
C885,67,Female,83878,2,3,113,50,340,Electronics,10,1.6,0,North
C886,29,Male,38708,86,44,273,151,445,Electronics,3,2.6,1,North
C887,18,Male,32819,81,33,336,29,413,Electronics,0,3.0,0,West
C888,61,Male,94905,100,43,130,270,702,Sports,6,1.4,0,South
C889,22,Female,83870,14,6,132,13,311,Electronics,1,2.7,0,North
C890,47,Female,29283,10,5,85,55,107,Sports,6,2.3,1,West
C891,47,Female,50573,35,15,350,72,293,Electronics,4,1.1,1,South
C892,34,Female,98707,25,16,81,69,396,Beauty,3,1.5,0,North
C893,65,Female,50933,3,5,325,34,223,Sports,6,4.1,1,North
C894,64,Male,25774,17,6,69,63,224,Beauty,6,1.1,0,West
C895,40,Female,92055,12,4,148,22,466,Beauty,5,4.7,0,North
C896,32,Male,30983,54,24,16,170,322,Beauty,7,1.3,0,East
C897,54,Female,116468,24,12,307,41,574,Beauty,3,4.2,1,South
C898,38,Female,116334,29,12,105,131,663,Food,9,4.6,0,South
C899,31,Male,38133,43,23,165,102,323,Electronics,4,4.8,0,East
C900,19,Male,145555,25,11,201,21,703,Fashion,1,4.5,1,West
C901,28,Male,34939,100,46,197,32,367,Electronics,0,2.2,0,East
C902,68,Male,20781,60,25,185,188,329,Food,7,2.3,0,East
C903,56,Male,134586,90,35,322,24,828,Fashion,0,2.7,1,South
C904,55,Female,76700,65,25,265,105,497,Beauty,4,1.6,1,West
C905,51,Female,47624,84,35,363,201,426,Beauty,5,1.1,1,North
C906,55,Female,26823,28,12,100,70,163,Fashion,5,4.5,0,East
C907,67,Female,38489,16,10,342,50,264,Fashion,4,3.2,1,East
C908,51,Female,138555,47,26,320,58,693,Beauty,2,3.4,0,West
C909,35,Female,59961,81,34,214,163,457,Fashion,4,4.7,1,East
C910,47,Male,139664,92,39,278,301,796,Sports,7,3.7,0,West
C911,32,Female,49118,58,30,162,49,379,Electronics,1,3.8,1,North
C912,44,Male,120417,76,31,157,176,691,Food,5,4.1,0,West
C913,68,Female,101816,27,20,251,168,458,Fashion,8,1.5,1,North
C914,51,Female,42263,53,30,97,211,258,Beauty,7,2.4,0,West
C915,69,Female,33565,42,15,18,178,308,Food,10,4.9,0,East
C916,55,Male,40354,59,33,327,248,331,Electronics,7,4.7,0,North
C917,50,Female,62951,47,25,97,182,338,Electronics,7,4.5,0,East
C918,41,Female,111179,94,43,1,272,713,Fashion,6,2.8,0,North
C919,32,Male,43648,34,20,216,161,304,Beauty,7,4.4,0,West
C920,47,Male,70729,37,18,132,111,395,Sports,5,1.2,1,West
C921,59,Female,61971,6,3,260,20,275,Fashion,1,1.6,1,West
C922,68,Male,38658,7,2,125,11,177,Fashion,1,2.7,0,South
C923,34,Female,41253,96,45,82,332,389,Fashion,7,2.9,0,South
C924,22,Male,84166,96,38,283,81,672,Sports,2,2.1,0,North
C925,46,Male,68563,25,16,171,34,263,Sports,0,2.4,1,South
C926,21,Female,46390,33,15,59,40,307,Fashion,1,1.7,0,West
C927,27,Male,108664,55,32,32,180,630,Sports,5,3.0,0,South
C928,34,Female,71578,58,23,161,259,449,Food,10,4.2,1,South
C929,27,Male,99025,7,4,284,20,434,Beauty,3,3.6,0,East
C930,34,Male,123850,57,21,106,216,652,Beauty,10,1.4,0,North
C931,37,Female,52658,12,12,105,131,264,Sports,10,3.0,0,North
C932,41,Female,26852,16,7,228,82,205,Sports,9,3.8,0,North
C933,22,Female,147282,80,39,188,82,789,Fashion,2,3.1,1,South
C934,51,Female,114986,43,16,70,178,622,Sports,10,2.6,0,West
C935,23,Female,22551,100,39,318,79,474,Fashion,2,3.5,0,East
C936,70,Male,91947,77,39,290,32,612,Fashion,0,4.9,0,North
C937,19,Male,81001,7,7,87,17,319,Fashion,0,1.4,0,South
C938,30,Female,69159,100,38,362,138,689,Sports,3,2.6,1,West
C939,60,Female,142775,51,24,56,241,728,Electronics,10,2.6,0,East
C940,60,Female,71707,73,31,113,339,517,Fashion,10,3.3,0,East
C941,65,Male,53243,32,20,13,91,321,Fashion,4,1.6,0,North
C942,28,Male,41800,75,35,18,87,414,Electronics,2,1.7,0,North
C943,68,Female,95939,8,1,182,9,390,Electronics,5,2.1,0,West
C944,64,Female,77828,97,46,113,486,611,Sports,10,4.8,0,South
C945,40,Female,27239,87,38,229,164,417,Sports,4,3.9,0,West
C946,33,Female,26710,89,37,171,84,355,Fashion,2,3.6,0,North
C947,48,Female,41384,72,29,295,151,360,Beauty,5,4.3,0,West
C948,28,Male,41038,45,22,189,135,284,Sports,5,1.5,1,South
C949,33,Male,60846,86,41,79,288,446,Fashion,7,4.4,0,East
C950,25,Male,107983,59,22,146,29,574,Sports,1,3.4,0,East
C951,21,Male,87821,4,10,182,31,327,Beauty,0,2.3,1,East
C952,57,Female,57991,67,24,286,99,432,Fashion,3,4.3,0,East
C953,21,Male,99057,29,9,250,48,525,Electronics,3,4.2,0,North
C954,42,Female,133193,29,19,354,142,692,Beauty,6,4.4,0,North
C955,20,Male,26971,98,48,314,112,404,Food,2,1.5,0,South
C956,49,Male,49139,98,37,196,394,513,Electronics,10,4.9,0,South
C957,20,Male,105445,28,20,323,34,517,Food,1,4.8,1,South
C958,44,Male,97067,77,32,71,87,514,Fashion,2,2.4,0,South
C959,46,Female,100257,79,38,248,96,580,Beauty,2,1.3,1,West
C960,49,Male,104742,87,38,146,172,718,Fashion,4,1.7,1,South
C961,67,Female,57711,44,16,106,70,405,Fashion,4,5.0,0,East
C962,68,Male,26530,90,43,263,409,417,Food,9,3.3,0,East
C963,36,Male,31116,4,6,296,37,127,Fashion,2,2.4,1,East
C964,38,Male,85794,90,37,70,324,513,Electronics,8,2.2,0,West
C965,22,Female,20282,9,12,193,41,56,Food,3,2.0,0,South
C966,35,Female,99473,5,2,68,28,369,Sports,2,3.7,1,East
C967,45,Male,21898,56,29,305,311,287,Electronics,10,2.7,1,East
C968,59,Male,24135,96,46,52,64,366,Food,1,4.9,0,East
C969,39,Female,26629,84,38,363,357,443,Fashion,9,3.7,0,East
C970,38,Male,129472,50,19,285,196,741,Fashion,10,4.2,0,North
C971,23,Male,145147,75,38,334,44,889,Fashion,0,2.2,1,South
C972,18,Female,105120,15,14,9,36,419,Fashion,0,1.3,0,South
C973,22,Female,139798,32,22,251,85,679,Sports,3,3.0,1,West
C974,58,Male,109087,28,11,332,23,496,Fashion,2,2.3,1,North
C975,29,Female,85031,22,17,298,103,422,Sports,6,1.8,1,West
C976,43,Female,53380,17,6,184,55,224,Electronics,7,4.8,0,East
C977,63,Male,149951,59,30,179,303,838,Beauty,10,2.8,1,West
C978,51,Female,132507,90,44,198,54,760,Food,1,1.7,0,East
C979,66,Female,37071,71,26,128,177,263,Sports,6,1.8,0,East
C980,31,Male,40074,57,25,20,103,432,Fashion,4,2.1,0,South
C981,43,Male,110724,26,9,328,99,543,Fashion,10,5.0,0,South
C982,62,Male,87843,25,8,65,40,372,Electronics,4,2.1,0,South
C983,44,Female,59901,10,3,182,9,261,Beauty,2,2.3,1,South
C984,26,Male,31205,45,27,241,133,230,Fashion,4,3.6,0,South
C985,43,Female,75661,83,36,24,49,551,Food,1,2.2,0,North
C986,64,Female,144661,11,5,83,21,651,Sports,3,1.9,1,South
C987,39,Male,25906,77,33,319,178,366,Fashion,5,1.6,1,West
C988,64,Female,22591,53,30,185,38,262,Sports,0,2.3,0,East
C989,47,Male,145576,72,34,316,326,798,Food,9,1.4,1,South
C990,60,Female,82987,68,37,99,131,589,Sports,3,1.1,0,North
C991,65,Female,83370,95,45,62,237,522,Fashion,5,4.2,0,West
C992,34,Male,100685,28,20,286,173,449,Fashion,8,1.6,1,West
C993,43,Male,130454,75,37,22,372,697,Electronics,10,4.1,0,East
C994,53,Male,125487,65,31,212,331,747,Sports,10,4.2,0,West
C995,18,Male,74400,49,17,126,32,407,Food,0,3.2,0,West
C996,25,Male,45150,47,28,42,135,257,Fashion,4,2.2,0,West
C997,66,Male,51852,52,25,98,41,390,Beauty,1,1.6,0,West
C998,52,Female,62870,88,41,31,433,470,Electronics,10,3.9,0,North
C999,69,Male,139796,54,24,158,150,703,Beauty,6,3.4,0,East
C1000,32,Male,72756,60,31,112,174,590,Beauty,5,3.6,0,South
